"title","iati_id","score"
NA,"ZA-ROC-1999/05072/08",1.79464695858769
NA,"ZA-CIPC-2001/005850/08",12.4778755672742
NA,NA,NA
NA,"ZA-NPO-013484",11.490177634405
NA,"ZA-NPO-TBD",11.5192388277501
NA,"ZA-NPO-025-359",5.60303008882329
