"iati_id","name","country","source_type","org_type","ref_score"
"GB-CHC-1145119","VARKEY FOUNDATION","GH","primary_source","21",0.5
"GB-COH-07669775","GEMS Education Solutions","GH","primary_source","70",0.5
"GH-DSW-258","Friends of the Earth Ghana","GH","primary_source","22",1.08333333333
"GH-DSW-TBD","Solidaridad West Africa","GH","primary_source","21",0.5
